GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Dominio_it4,Dominio,DTOCuenta,56,207,6,10,12,45,6,6,0,4
Dominio_it4,Dominio,Cuenta,0,53,0,0,0,22,0,11,0,11
