GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Dominio_it3,Dominio,Prevision,0,33,0,0,0,14,0,7,0,7
Dominio_it3,Dominio,Repeticion,0,23,0,0,0,10,0,5,0,5
Dominio_it3,Dominio,DTOPrevision,18,269,0,12,12,51,0,14,0,8
